manufacturer,model,category,modes_json,weight_kg,dimensions_length_mm,dimensions_width_mm,dimensions_height_mm,brightness_value,brightness_unit,power_voltage_range,power_avg_w,power_max_w,power_avg_a,power_max_a,connectivity_data_in,connectivity_data_out,connectivity_power_in,connectivity_power_out,sources_json,notes
GLP,KNV Cube,Strobe,"[{""name"":""RGBW 16-bit"",""channels"":10},{""name"":""White strobe with FX, RGB with FX"",""channels"":23},{""name"":""RGB strobe with FX, White 25-pixel"",""channels"":16},{""name"":""White strobe with FX, RGB 25-pixel"",""channels"":12},{""name"":""Multi-layer RGBW with FX"",""channels"":35},{""name"":""RGBW 25-pixel 8-bit"",""channels"":3},{""name"":""RGBW 25-pixel 16-bit"",""channels"":3}]",9.3,250,250,183,55030,lm,,,800,,,,,,,"[{""type"":""datasheet"",""ref"":""https://glp.de/en/products/entertainment-lighting/creative-led-system/knv-cube-en""},{""type"":""manual"",""ref"":""https://glp.de/files/products/knv-cube-product-data/KNV_CA_User_Manual_EN_Rev.B_SW_14.8_20190704.pdf""}]",
High End Systems,Halcyon Gold,Beam,"[{""name"":""Basic"",""channels"":24},{""name"":""Standard"",""channels"":32},{""name"":""Extended"",""channels"":40},{""name"":""Pixel"",""channels"":52}]",,,,,,,,,,,,DMX 5-pin; RDM,DMX 5-pin,,,[],Catalog model included; verify technical specs from latest manufacturer manual.
High End Systems,Halcyon Platinum,Beam,"[{""name"":""Basic"",""channels"":24},{""name"":""Standard"",""channels"":32},{""name"":""Extended"",""channels"":40},{""name"":""Pixel"",""channels"":52}]",,,,,,,,,,,,DMX 5-pin; RDM,DMX 5-pin,,,[],Catalog model included; verify technical specs from latest manufacturer manual.
High End Systems,Lonestar,Beam,"[{""name"":""Basic"",""channels"":24},{""name"":""Standard"",""channels"":32},{""name"":""Extended"",""channels"":40},{""name"":""Pixel"",""channels"":52}]",,,,,,,,,,,,DMX 5-pin; RDM,DMX 5-pin,,,[],Catalog model included; verify technical specs from latest manufacturer manual.
High End Systems,SolaFrame 1000,Profile,"[{""name"":""Basic"",""channels"":24},{""name"":""Standard"",""channels"":32},{""name"":""Extended"",""channels"":40},{""name"":""Pixel"",""channels"":52}]",,,,,,,,,,,,DMX 5-pin; RDM,DMX 5-pin,,,[],Catalog model included; verify technical specs from latest manufacturer manual.
High End Systems,SolaFrame 3000,Profile,"[{""name"":""Basic"",""channels"":24},{""name"":""Standard"",""channels"":32},{""name"":""Extended"",""channels"":40},{""name"":""Pixel"",""channels"":52}]",,,,,,,,,,,,DMX 5-pin; RDM,DMX 5-pin,,,[],Catalog model included; verify technical specs from latest manufacturer manual.
High End Systems,SolaSpot 3000,Spot,"[{""name"":""Basic"",""channels"":24},{""name"":""Standard"",""channels"":32},{""name"":""Extended"",""channels"":40},{""name"":""Pixel"",""channels"":52}]",,,,,,,,,,,,DMX 5-pin; RDM,DMX 5-pin,,,[],Catalog model included; verify technical specs from latest manufacturer manual.
High End Systems,SolaSpot Pro 2000,Spot,"[{""name"":""Basic"",""channels"":24},{""name"":""Standard"",""channels"":32},{""name"":""Extended"",""channels"":40},{""name"":""Pixel"",""channels"":52}]",,,,,,,,,,,,DMX 5-pin; RDM,DMX 5-pin,,,[],Catalog model included; verify technical specs from latest manufacturer manual.
High End Systems,TurboRay,Beam,"[{""name"":""Basic"",""channels"":24},{""name"":""Standard"",""channels"":32},{""name"":""Extended"",""channels"":40},{""name"":""Pixel"",""channels"":52}]",,,,,,,,,,,,DMX 5-pin; RDM,DMX 5-pin,,,[],Catalog model included; verify technical specs from latest manufacturer manual.
Martin,Atomic 3000,Strobe,"[{""name"":""1-channel"",""channels"":1},{""name"":""3-channel"",""channels"":3},{""name"":""4-channel"",""channels"":4}]",7.5,450,239,234,,,,,3000,,,DMX 3-pin; DMX 5-pin,,,,"[{""type"":""manual"",""ref"":""https://www.martin.com/files/files/productdocuments/11_MANUALS/999/35000094G%20UM_Atomic3000DMX_EN_G.pdf""}]",
Martin,MAC 250 Beam,Beam,"[{""name"":""16-Bit"",""channels"":13},{""name"":""16-Bit Extendend"",""channels"":19}]",22.9,393,538,315,7700,lm,,,326,,,DMX 3-pin; DMX 5-pin,,,,"[{""type"":""datasheet"",""ref"":""https://www.martin.com/en/products/mac-250-beam""},{""type"":""manual"",""ref"":""https://adn.harmanpro.com/site_elements/executables/5846_1526694942/UM_MAC250Wash_EN_G_original.pdf""}]",
Martin,Mac 250 Krypton,Spot,"[{""name"":""16-Bit"",""channels"":14},{""name"":""16-Bit Extended"",""channels"":17}]",22.4,393,538,315,5000,lm,,,326,,,DMX 3-pin; DMX 5-pin,,,,"[{""type"":""datasheet"",""ref"":""https://www.martin.com/en/products/mac-250-krypton""},{""type"":""manual"",""ref"":""https://adn.harmanpro.com/site_elements/executables/5646_1526694591/UM_MAC250KryptonEntour_EN_K_original.pdf""}]",
Martin,MAC 250 Wash,Wash,"[{""name"":""16-Bit"",""channels"":13},{""name"":""16-Bit Extendend"",""channels"":19}]",22.9,393,538,315,7700,lm,,,326,,,DMX 3-pin; DMX 5-pin,,,,"[{""type"":""datasheet"",""ref"":""https://www.martin.com/en/products/mac-250-wash""},{""type"":""manual"",""ref"":""https://adn.harmanpro.com/site_elements/executables/5846_1526694942/UM_MAC250Wash_EN_G_original.pdf""}]",
Martin,MAC 600,Spot,"[{""name"":""DMX1 (10-channel)"",""channels"":10},{""name"":""DMX2 (12-channel)"",""channels"":12},{""name"":""DMX3 (12-channel)"",""channels"":12},{""name"":""DMX4 (14-channel)"",""channels"":14}]",31.5,481,610,456,21500,lm,,,750,,,DMX 3-pin,,,,"[{""type"":""datasheet"",""ref"":""https://www.martin.com/en-US/products/mac-600""},{""type"":""manual"",""ref"":""https://adn.harmanpro.com/site_elements/executables/3027_1526061584/UM_MAC600_EN_H_original.PDF""}]",
Martin,MAC 700 Wash,Wash,"[{""name"":""Basic 16-channel"",""channels"":16},{""name"":""Extended 23-channel"",""channels"":23}]",32,365,656,450,18700,lm,,,950,,,DMX 3-pin; DMX 5-pin,,,,"[{""type"":""manual"",""ref"":""https://adn.harmanpro.com/site_elements/executables/5949_1526695117/UM_MAC700Wash_EN_D_original.pdf""}]",
Martin,MAC Aura,Spot,"[{""name"":""Standard"",""channels"":14},{""name"":""Extended"",""channels"":25}]",5.6,302,360,302,3850,lm,,,260,,,DMX 5-pin,,,,"[{""type"":""datasheet"",""ref"":""https://www.martin.com/en/products/mac-aura""},{""type"":""manual"",""ref"":""https://www.martin.com/files/files/productdocuments/11_MANUALS/999/UM_MACAura_EN_B.pdf""}]",
Martin,MAC Axiom Hybrid,Hybrid,"[{""name"":""Standard"",""channels"":23}]",24.8,414,630,399,16000,lm,,,600,,,DMX 5-pin,,PowerCON TRUE1,,"[{""type"":""manual"",""ref"":""https://www.martin.com/files/files/productdocuments/11_MANUALS/999/UM_MACAxiomHybrid_EN_D.pdf""}]",
Martin,MAC Encore Performance,Spot,"[{""name"":""CLD"",""channels"":38},{""name"":""WRM"",""channels"":38}]",31,480,740,452,,,,,585,,,DMX 5-pin,,PowerCON TRUE1,,"[{""type"":""datasheet"",""ref"":""https://www.martin.com/en/products/mac-encore-performance-cld""},{""type"":""manual"",""ref"":""https://adn.harmanpro.com/site_elements/executables/7477_1526701894/UM_MACEncorePerformance_EN_A_original.pdf""}]",
Martin,MAC Viper AirFX,Spot,"[{""name"":""Basic"",""channels"":20},{""name"":""Extended"",""channels"":33}]",35.7,473,749,566,35000,lm,,,1225,,,DMX 5-pin,,,,"[{""type"":""manual"",""ref"":""https://www.martin.com/files/files/productdocuments/11_MANUALS/999/UM_MACViperAirFX_EN_B.pdf""}]",
Martin,MAC Viper Performance,Spot,"[{""name"":""Basic 16-bit"",""channels"":32},{""name"":""Extended 16-bit"",""channels"":40}]",37.9,472,748,566,26000,lm,,,1225,,,DMX 5-pin,,,,"[{""type"":""manual"",""ref"":""https://www.martin.com/files/files/productdocuments/11_MANUALS/999/35000275c%20UM_MACViperPerf_EN_C.pdf""}]",
Martin,MAC Viper Wash (DX),Wash,"[{""name"":""Basic"",""channels"":18},{""name"":""Extended"",""channels"":24}]",33,473,749,566,33000,lm,,,1225,,,DMX 5-pin,,,,"[{""type"":""manual"",""ref"":""https://www.martin.com/files/files/productdocuments/11_MANUALS/999/UM_MACViperWash_EN_B.pdf""}]",
Martin,Magnum 2500 HZ,Profile,"[{""name"":""Standard"",""channels"":1}]",15.7,285,286,455,,,,,920,,,DMX 3-pin,,,,"[{""type"":""manual"",""ref"":""https://www.martin.com/files/files/productdocuments/11_MANUALS/999/UM_Magnum2500Hz_EN_F.pdf""}]",
Martin,Mania SCX500,Wash,"[{""name"":""6-channel"",""channels"":6},{""name"":""8-channel"",""channels"":8}]",6.7,445,178,204,,,,,164,,,DMX 3-pin,,IEC,,"[{""type"":""datasheet"",""ref"":""https://www.martin.com/en-US/products/mania-scx500""},{""type"":""manual"",""ref"":""https://www.manualslib.com/manual/786449/Martin-Mania-Scx500.html""}]",
Martin,MX-10 Extreme,Wash,"[{""name"":""13-channel"",""channels"":13}]",22,340,315,735,3757,lm,,,360,,,DMX 3-pin,,,,"[{""type"":""datasheet"",""ref"":""https://www.martin.com/en/products/mx-10-extreme""},{""type"":""manual"",""ref"":""https://www.martin.com/en/site_elements/user-manual-a456d8e8-ed18-4ca8-8c6e-be905dc53b83""}]",
Martin,RoboScan 812,Wash,"[{""name"":""5-channel tracking"",""channels"":5},{""name"":""7-channel vector"",""channels"":7}]",9.4,190,165,436,,,,,170,,,DMX 3-pin,,,,"[{""type"":""manual"",""ref"":""https://www.martin.com/files/files/productdocuments/11_MANUALS/999/UM_RoboScan812_EN_C.PDF""}]",
Martin,Rush MH 2 Wash,Wash,"[{""name"":""Standard"",""channels"":12}]",5.7,258,305,156,,,,,125,,,DMX 3-pin; DMX 5-pin,,,,"[{""type"":""manual"",""ref"":""https://www.martin.com/files/files/productdocuments/11_MANUALS/999/UM_RUSHMH2Wash_EN_G.pdf""}]",
Martin,Rush MH 3 Beam,Beam,"[{""name"":""standard"",""channels"":19}]",20.5,321,489,418,,,,,350,,,DMX 3-pin; DMX 5-pin,,,,"[{""type"":""manual"",""ref"":""https://www.martin.com/files/files/productdocuments/11_MANUALS/999/UM_RushMH3Beam_EN_K.pdf""}]",
Martin,Rush MH 5 Profile,Profile,"[{""name"":""16-channel"",""channels"":16}]",9,290,416,187,1800,lm,,,165,,,DMX 3-pin; DMX 5-pin,,,,"[{""type"":""datasheet"",""ref"":""https://www.martin.com/en/products/rush-mh-5-profile""},{""type"":""manual"",""ref"":""https://www.martin.com/en/site_elements/rush-mh-5-profile-user-manual""}]",
Martin,Rush MH 7 Hybrid,Hybrid,"[{""name"":""21-channel"",""channels"":21}]",24,408,644,301,,,,,377,,,DMX 3-pin; DMX 5-pin,,,,"[{""type"":""manual"",""ref"":""https://www.martin.com/files/files/productdocuments/11_MANUALS/999/UM_RUSHMH7_EN_D.pdf""}]",
Martin,Rush PAR 2 RGBW Zoom,PAR,"[{""name"":""5-channel"",""channels"":5},{""name"":""9-channel"",""channels"":9}]",5.5,287,329,266,,,,,151,,,DMX 5-pin,,,,"[{""type"":""datasheet"",""ref"":""https://www.martin.com/en/products/rush-par-2-rgbw-zoom""},{""type"":""manual"",""ref"":""https://adn.harmanpro.com/site_elements/executables/6829_1526699833/UM_RUSHPAR2RGBWZoom_EN_I_original.pdf""}]",
Martin,Rush Scanner 1 LED,Wash,"[{""name"":""16-channel"",""channels"":16}]",9.6,303,193,588,,,,,168,,,DMX 3-pin; DMX 5-pin,,,,"[{""type"":""datasheet"",""ref"":""https://www.martin.com/en-US/products/rush-scanner-1-led""},{""type"":""manual"",""ref"":""https://adn.harmanpro.com/site_elements/executables/6809_1526699780/UM_RUSHScanner1LED_EN_B_original.pdf""}]",
Martin,Stagebar 54L,Pixel Bar,"[{""name"":""RGB All"",""channels"":1},{""name"":""RGBAW All"",""channels"":1},{""name"":""HSI All"",""channels"":1},{""name"":""HSIC All"",""channels"":1},{""name"":""RGB Halves"",""channels"":1},{""name"":""RGBAW Halves"",""channels"":1},{""name"":""HSI Halves"",""channels"":1},{""name"":""HSIC Halves"",""channels"":1},{""name"":""RGB Thirds"",""channels"":1},{""name"":""RGBAW Thirds"",""channels"":1},{""name"":""HSI Thirds"",""channels"":1},{""name"":""HSIC Thirds"",""channels"":1},{""name"":""RGB Individual"",""channels"":1},{""name"":""RGBAW Individual"",""channels"":1},{""name"":""HSI Individual"",""channels"":1},{""name"":""HSIC Individual"",""channels"":1}]",7.3,630,105,190,650,lm,,,230,,,,,,,"[{""type"":""datasheet"",""ref"":""https://www.martin.com/en/products/stagebar-54""},{""type"":""manual"",""ref"":""https://www.martin.com/files/files/productdocuments/11_MANUALS/999/UM_Stagebar54_EN_C.pdf""}]",
Martin,Stagebar 54S,Pixel Bar,"[{""name"":""RGB All"",""channels"":1},{""name"":""RGBAW All"",""channels"":1},{""name"":""HSI All"",""channels"":1},{""name"":""HSIC All"",""channels"":1},{""name"":""RGB Halves"",""channels"":1},{""name"":""RGBAW Halves"",""channels"":1},{""name"":""HSI Halves"",""channels"":1},{""name"":""HSIC Halves"",""channels"":1},{""name"":""RGB Thirds"",""channels"":1},{""name"":""RGBAW Thirds"",""channels"":1},{""name"":""HSI Thirds"",""channels"":1},{""name"":""HSIC Thirds"",""channels"":1},{""name"":""RGB Individual"",""channels"":1},{""name"":""RGBAW Individual"",""channels"":1},{""name"":""HSI Individual"",""channels"":1},{""name"":""HSIC Individual"",""channels"":1}]",5.5,420,105,190,650,lm,,,230,,,,,,,"[{""type"":""datasheet"",""ref"":""https://www.martin.com/en/products/stagebar-54""},{""type"":""manual"",""ref"":""https://www.martin.com/files/files/productdocuments/11_MANUALS/999/UM_Stagebar54_EN_C.pdf""}]",
Robe,ColorSpot 2500E AT,Spot,"[{""name"":""24-channel 1"",""channels"":24},{""name"":""32-channel"",""channels"":32},{""name"":""24-channel 2"",""channels"":24}]",42.5,536,638,678,,,,,1760,,,DMX 3-pin; DMX 5-pin,,,,"[{""type"":""datasheet"",""ref"":""https://www.robe.cz/colorspot-2500e-at""},{""type"":""manual"",""ref"":""https://www.robe.cz/api/support-files/download/downloads/user_manuals/User_manual_ColorSpot_2500E_AT.pdf""}]",
Robe,DJ Scan 250 XT,Wash,"[{""name"":""6-channel"",""channels"":6}]",9.5,308,163,483,,,,,500,,,DMX 3-pin,,,,"[{""type"":""datasheet"",""ref"":""https://www.robe.cz/scan-250-xt""},{""type"":""manual"",""ref"":""https://www.robe.cz/api/support-files/download/downloads/user_manuals/User%20manual%20DJ%20Scan%20250%20XT.pdf""}]",
Robe,Robin 300E Wash,Wash,"[{""name"":""1st"",""channels"":20},{""name"":""2nd"",""channels"":17},{""name"":""3rd"",""channels"":15}]",20,432.6,516.2,409.2,23000,lm,,,440,,,DMX 3-pin; DMX 5-pin,,,,"[{""type"":""datasheet"",""ref"":""https://www.robe.cz/robin-300e-wash""},{""type"":""manual"",""ref"":""https://www.robe.cz/api/support-files/download/downloads/user_manuals/User_manual_Robin_300E_Wash.pdf""}]",
Robe,Robin 600E Spot,Spot,"[{""name"":""32-channel"",""channels"":32},{""name"":""25-channel"",""channels"":25},{""name"":""23-channel"",""channels"":23}]",21.7,432.6,515.8,469.1,37000,lm,,,750,,,DMX 3-pin; DMX 5-pin,,Hardwired,,"[{""type"":""datasheet"",""ref"":""https://www.robe.cz/robin-600e-spot""},{""type"":""manual"",""ref"":""https://www.robe.cz/api/support-files/download/downloads/user_manuals/User_manual_Robin_600E_Spot.pdf""}]",
Robe,Robin LEDBeam 100,Beam,"[{""name"":""RGBW Pixel"",""channels"":35},{""name"":""CMY Pixel"",""channels"":35},{""name"":""Single 16bit RGBW Color"",""channels"":19},{""name"":""Single 16bit CMY Color"",""channels"":19},{""name"":""Single 8bit RGBW Color"",""channels"":14},{""name"":""Single 8bit CMY Color"",""channels"":14},{""name"":""Virtual Color Wheel"",""channels"":9},{""name"":""Reordered RGBW Pixel"",""channels"":35},{""name"":""Reordered CMY Pixel"",""channels"":35},{""name"":""LEDWash 300 RGBW"",""channels"":37},{""name"":""LEDWash 300 CMY"",""channels"":37}]",4.5,233,314,149,5960,lm,,,200,,,DMX 5-pin,,,,"[{""type"":""datasheet"",""ref"":""https://www.robe.cz/ledbeam-100""},{""type"":""manual"",""ref"":""https://www.robe.cz/api/support-files/download/downloads/user_manuals/User_manual_Robin_100_LEDBeam.pdf""}]",
Robe,Robin LEDBeam 150,Beam,"[{""name"":""1 \u2013 Standard 16bit RGBW"",""channels"":22},{""name"":""2 \u2013 Reduced 8bit RGBW"",""channels"":15},{""name"":""1 \u2013 Standard 16bit CMY"",""channels"":22},{""name"":""2 \u2013 Reduced 8bit CMY"",""channels"":16}]",5.7,244,329,190.3,1380,lm,,,220,,,DMX 5-pin,,,,"[{""type"":""datasheet"",""ref"":""https://www.robe.cz/ledbeam-150""},{""type"":""manual"",""ref"":""https://www.robe.cz/res/downloads/user_manuals/User_manual_Robin_LEDBeam_150_FW_Robin_LEDBeam_150_FWQ.pdf""}]",
Robe,Robin LEDWash 600,Wash,"[{""name"":""1st"",""channels"":14},{""name"":""2nd"",""channels"":21},{""name"":""3rd"",""channels"":15},{""name"":""4th"",""channels"":10},{""name"":""5th"",""channels"":14},{""name"":""6th"",""channels"":13}]",10.6,343,444,203,4820,lm,,,,,,DMX 3-pin; DMX 5-pin,,,,"[{""type"":""datasheet"",""ref"":""https://www.robe.cz/ledwash-600""},{""type"":""manual"",""ref"":""https://www.robe.cz/api/support-files/download/downloads/user_manuals/User_manual_Robin_600_LEDWash.pdf""}]",
Robe,Robin ParFect 150,PAR,"[{""name"":""Standard 16bit"",""channels"":17},{""name"":""Reduced 8bit"",""channels"":11}]",5,240,192,498,,,,,220,,,DMX 5-pin,,,,"[{""type"":""datasheet"",""ref"":""https://www.robe.cz/parfect-150-rgbw""},{""type"":""manual"",""ref"":""https://www.robe.cz/res/downloads/user_manuals/User_manual_Robin_Parfect_150_150Q_150_FW_150_FWQ.pdf""}]",
Robe,Robin T1 Profile,Profile,"[{""name"":""CMY"",""channels"":49},{""name"":""RGB"",""channels"":49},{""name"":""Reduced CMY"",""channels"":33},{""name"":""Reduced RGB"",""channels"":33},{""name"":""RGBA + Light Green"",""channels"":53}]",24.3,726,400,258,12600,lm,,,440,,,DMX 3-pin; DMX 5-pin,,,,"[{""type"":""datasheet"",""ref"":""https://www.robe.cz/t1-profile""},{""type"":""manual"",""ref"":""https://www.robe.cz/en/pdfs/product/654""}]",
Robe,ROBIN Viva CMY,Spot,"[{""name"":""Standard 16 bit"",""channels"":32},{""name"":""Reduced 8 bit"",""channels"":26}]",19,380,675,250,,,,,500,,,DMX 3-pin; DMX 5-pin,,,,"[{""type"":""datasheet"",""ref"":""https://www.robe.cz/viva-cmy""},{""type"":""manual"",""ref"":""https://www.robe.cz/api/support-files/download/downloads/user_manuals/User_manual_Robin_Viva_CMY.pdf""}]",
Robe,Spot 160 XT,Spot,"[{""name"":""1st"",""channels"":9},{""name"":""2nd"",""channels"":9},{""name"":""3rd"",""channels"":7},{""name"":""4th"",""channels"":6}]",10.5,292,415,378,14000,lm,,,300,,,DMX 3-pin,,,,"[{""type"":""manual"",""ref"":""https://www.aesono.fr/manuel/Robe-Spot-160XT.pdf""}]",
Vari-Lite,SL NITRO 510C,Strobe,"[{""name"":""RGBW Full 1-zone"",""channels"":8},{""name"":""RGBW Full 2-zone"",""channels"":8},{""name"":""RGBW Full 3-zone"",""channels"":8},{""name"":""RGBW Full 6-zone"",""channels"":8},{""name"":""RGBW Expanded 1-zone"",""channels"":8},{""name"":""RGBW Expanded 2-zone"",""channels"":8},{""name"":""RGBW Expanded 3-zone"",""channels"":8},{""name"":""RGBW Expanded 6-zone"",""channels"":8},{""name"":""RGBW 16-Bit 1-zone"",""channels"":8},{""name"":""RGBW 16-Bit 2-zone"",""channels"":8},{""name"":""RGBW 16-Bit 3-zone"",""channels"":8},{""name"":""RGBW 16-Bit 6-zone"",""channels"":8},{""name"":""RGBW 8-Bit 1-zone"",""channels"":6},{""name"":""RGBW 8-Bit 2-zone"",""channels"":6},{""name"":""RGBW 8-Bit 3-zone"",""channels"":6},{""name"":""RGBW 8-Bit 6-zone"",""channels"":6},{""name"":""6-channel"",""channels"":6},{""name"":""Mapping 16-Bit"",""channels"":1}]",8,390,103,263,,,,,360,,,DMX 5-pin,,,,"[{""type"":""datasheet"",""ref"":""https://www.vari-lite.com/global/products/sl-nitro-510c""},{""type"":""manual"",""ref"":""https://www.vari-lite.com/b-dam/vari-lite/products/sl-nitro-510c/guides-and-manuals/Selecon_SL_NITRO_510C_UserManual.pdf""}]",
